,name,sector,positives,negatives,votes,rating
688,Max Fashion,Retail,"Skill Development / Learning, Company Culture, Job Security",Promotions / Appraisal,1.5k,4.0
689,GE VERNOVA,Power,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal,1.5k,4.2
690,Ashoka Buildcon,Engineering & Construction,"Company Culture, Work Life Balance, Work Satisfaction",nan,1.5k,4.1
691,Canara Bank,Banking,Job Security,"Company Culture, Work Life Balance, Work Satisfaction",1.5k,3.6
692,SAI Life Sciences,Clinical Research,"Salary & Benefits, Company Culture, Skill Development / Learning",Promotions / Appraisal,1.5k,3.9
693,Tata Consumer Products,FMCG,nan,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.5k,3.5
694,Page Industries,Fashion & Textile,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,1.5k,4.1
695,Honeywell Technology Solutions,Industrial Automation,Job Security,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",1.5k,3.7
696,QualityKiosk Technologies,IT Services & Consulting,nan,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.4k,3.2
697,Taurus BPO Services,BPO,"Company Culture, Work Life Balance, Work Satisfaction",nan,1.4k,4.1
698,Tanishq,Jewellery,"Skill Development / Learning, Company Culture, Work Life Balance",nan,1.4k,4.1
699,Tata Group,IT Services & Consulting,"Company Culture, Work Life Balance, Job Security",nan,1.4k,4.2
700,Tata AutoComp Systems,Auto Components,Job Security,"Promotions / Appraisal, Salary & Benefits",1.4k,3.8
701,Wheelseye Technology,Internet,nan,"Promotions / Appraisal, Job Security, Company Culture",1.4k,3.4
702,Gland Pharma,Pharma,"Work Life Balance, Job Security",nan,1.4k,4.0
703,ISS Facility Services,Facility Management Services,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1.4k,4.0
704,Sonata Software,IT Services & Consulting,nan,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.4k,3.4
705,Oberoi Group of Hotels,Hospitality,"Job Security, Skill Development / Learning, Company Culture",nan,1.4k,4.1
706,Devyani International,Hospitality,Skill Development / Learning,Promotions / Appraisal,1.4k,3.8
707,Aon,Management Consulting,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",1.4k,3.8
708,Indoco Remedies,Pharma,nan,"Promotions / Appraisal, Job Security, Company Culture",1.4k,3.5
709,Daimler India Commercial Vehicles,Automobile,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1.4k,3.9
710,NIIT,Education & Training,nan,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.4k,3.5
711,Airtel Payments Bank,Banking,nan,Promotions / Appraisal,1.4k,3.8
712,V5 Global Services,Recruitment,Work Life Balance,Promotions / Appraisal,1.4k,3.9
713,Acmegrade,EdTech,"Company Culture, Work Satisfaction, Skill Development / Learning",nan,1.4k,3.9
714,Narayana Educational Society,Education & Training,nan,"Promotions / Appraisal, Company Culture, Work Life Balance",1.4k,3.5
715,Hyatt Regency,Hospitality,"Job Security, Skill Development / Learning, Company Culture",nan,1.4k,4.0
716,Bharat Forge,Auto Components,nan,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.4k,3.7
717,Heritage Foods,Food Processing,"Company Culture, Work Life Balance, Job Security",nan,1.4k,4.0
718,Amneal Pharmaceuticals,Pharma,"Work Life Balance, Job Security, Company Culture",nan,1.4k,4.2
719,Apco Infratech,Engineering & Construction,nan,"Job Security, Company Culture, Promotions / Appraisal",1.4k,3.8
720,Agilus Diagnostics,Healthcare,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,1.4k,4.1
721,Acuity Analytics,Analytics & KPO,nan,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",1.4k,3.2
722,PNB Housing Finance,NBFC,nan,Promotions / Appraisal,1.4k,3.8
723,Happiest Minds Technologies,IT Services & Consulting,nan,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.4k,3.4
724,Sony,Consumer Electronics & Appliances,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,1.4k,4.1
725,Apexon,IT Services & Consulting,nan,"Promotions / Appraisal, Job Security, Work Satisfaction",1.4k,3.3
726,SBFC Finance,NBFC,Salary & Benefits,nan,1.4k,3.8
727,IDC Technologies,IT Services & Consulting,nan,"Job Security, Promotions / Appraisal, Company Culture",1.4k,3.1
728,Tieto,IT Services & Consulting,"Work Life Balance, Company Culture, Work Satisfaction",nan,1.4k,4.2
729,Morningstar,Financial Services,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.4k,3.7
730,Jaquar,Building Material,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,1.4k,4.1
731,AB InBev India,Beverage,nan,"Promotions / Appraisal, Job Security, Work Satisfaction",1.4k,3.3
732,CIE Automotive India Limited (Formerly known as Mahindra CIE Automotive Limited),Auto Components,nan,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.4k,3.6
733,J. Kumar Infraprojects,Engineering & Construction,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1.4k,4.1
734,The Muthoot Group,Financial Services,nan,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.4k,3.6
735,Aumovio,Auto Components,"Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",1.4k,3.8
736,TCS iON,IT Services & Consulting,Job Security,"Promotions / Appraisal, Salary & Benefits",1.4k,3.8
737,Indegene,Analytics & KPO,nan,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",1.4k,3.3
738,Amara Raja Energy & Mobility,Auto Components,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,1.4k,4.0
739,Altimetrik,IT Services & Consulting,Salary & Benefits,"Job Security, Promotions / Appraisal, Work Satisfaction",1.4k,3.6
740,Xiaomi,Consumer Electronics & Appliances,nan,"Promotions / Appraisal, Job Security",1.4k,3.8
741,Chandigarh University,Education & Training,"Work Life Balance, Skill Development / Learning, Salary & Benefits",nan,1.4k,4.2
742,VLCC,Beauty & Personal Care,nan,"Promotions / Appraisal, Company Culture, Work Life Balance",1.4k,3.3
743,Vfs Global Services,IT Services & Consulting,nan,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.4k,3.4
744,Slk Software Services,IT Services & Consulting,nan,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.4k,3.2
745,Adobe,Software Product,"Company Culture, Work Life Balance","Promotions / Appraisal, Work Satisfaction",1.4k,3.7
746,Unisys,IT Services & Consulting,nan,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",1.4k,3.5
747,Sansera Engineering,Auto Components,"Skill Development / Learning, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",1.4k,4.0
748,Labmentix,Bengaluru +31 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",nan,1.4k,4.5
749,FedEx Express,Logistics,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,1.4k,4.0
750,Infogain,IT Services & Consulting,nan,"Promotions / Appraisal, Job Security, Salary & Benefits",1.4k,3.5
751,DCM Shriram,Chemicals,"Job Security, Company Culture, Work Life Balance",nan,1.4k,4.1
752,Oracle Financial Services Software,Software Product,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.4k,3.4
753,Faurecia,Auto Components,"Company Culture, Skill Development / Learning",Promotions / Appraisal,1.4k,3.9
754,AtkinsRealis,Engineering & Construction,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",1.4k,3.7
755,Sheenlac Paints,Chemicals,"Salary & Benefits, Company Culture, Work Life Balance",nan,1.4k,4.2
756,Nykaa,Internet,nan,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.4k,3.4
757,Kantar,Analytics & KPO,nan,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.3k,3.5
758,Paytm Payments Bank,Banking,Work Life Balance,"Job Security, Promotions / Appraisal",1.3k,3.8
759,Aforeserve,IT Services & Consulting,nan,"Promotions / Appraisal, Salary & Benefits, Job Security",1.3k,3.4
760,Eaton,Electronics Manufacturing,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,1.3k,4.0
761,Sharekhan,Financial Services,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",1.3k,3.7
762,EOSGlobe,BPO,nan,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.3k,2.9
763,MedPlus,Retail,nan,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.3k,3.6
764,Amity University,Education & Training,Job Security,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",1.3k,3.6
765,Worley,Engineering & Construction,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,1.3k,4.1
766,Bajaj Housing Finance,NBFC,nan,"Work Life Balance, Company Culture, Work Satisfaction",1.3k,3.6
767,DEXIT Global,IT Services & Consulting,nan,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.3k,3.5
768,Chetu,Software Product,nan,"Job Security, Company Culture, Work Life Balance",1.3k,3.5
769,Fino Payments Bank,Banking,"Work Life Balance, Job Security",Promotions / Appraisal,1.3k,3.9
770,TEKsystems,IT Services & Consulting,nan,"Promotions / Appraisal, Job Security, Skill Development / Learning",1.3k,3.2
771,JioMart,Retail,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,1.3k,3.9
772,VOIS,IT Services & Consulting,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Skill Development / Learning",1.3k,3.8
773,Bharat FIH,Electronics Manufacturing,nan,"Promotions / Appraisal, Job Security, Salary & Benefits",1.3k,3.7
774,Fusion Finance,NBFC,"Company Culture, Work Life Balance, Salary & Benefits",nan,1.4k,3.9
775,Big Bazaar,Retail,"Company Culture, Skill Development / Learning, Work Satisfaction",nan,1.3k,4.3
776,City Union Bank,Banking,nan,"Promotions / Appraisal, Company Culture, Work Life Balance",1.3k,3.0
777,TÜV SÜD,"Testing, Inspection and Certification (TIC)","Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,1.3k,3.9
778,Collabera Talent Solutions,Recruitment,nan,"Promotions / Appraisal, Job Security, Salary & Benefits",1.3k,3.5
779,Novo Nordisk,Pharma,Work Life Balance,"Promotions / Appraisal, Job Security, Work Satisfaction",1.3k,3.6
780,iMerit,IT Services & Consulting,nan,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",1.3k,3.2
781,Unichem Laboratories,Pharma,Job Security,"Promotions / Appraisal, Company Culture, Salary & Benefits",1.3k,3.6
782,Iffco Tokio General Insurance Co.,Insurance,nan,Promotions / Appraisal,1.3k,3.8
783,Rashmi Metaliks,Iron & Steel,nan,"Company Culture, Job Security, Promotions / Appraisal",1.3k,3.2
784,Sunknowledge Services,BPO,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.3k,3.5
785,GE,Defence & Aerospace,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,1.3k,4.1
786,Burger King,Hospitality,"Salary & Benefits, Job Security, Skill Development / Learning",nan,1.3k,3.9
787,JSW Cement,Building Material,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,1.3k,4.0
788,Incedo,IT Services & Consulting,nan,"Promotions / Appraisal, Work Satisfaction, Job Security",1.3k,3.0
789,Aptara,Content Development,nan,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",1.3k,3.1
790,Hindware Limited,Building Material,Work Life Balance,Promotions / Appraisal,1.3k,3.9
791,FDC,Pharma,nan,"Promotions / Appraisal, Salary & Benefits",1.3k,3.7
792,Citco,Management Consulting,nan,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.3k,3.1
793,Aerial Telecom Solutions,Telecom,"Work Life Balance, Company Culture, Work Satisfaction",nan,1.3k,4.1
794,ZF Steering Gear,Auto Components,nan,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.3k,3.7
795,TE Connectivity,Electronics Manufacturing,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,1.3k,4.1
796,mPokket,NBFC,"Company Culture, Job Security, Skill Development / Learning",nan,1.3k,4.4
797,Spicejet,Aviation,nan,"Promotions / Appraisal, Salary & Benefits, Job Security",1.3k,3.4
798,ManpowerGroup,Recruitment,nan,"Promotions / Appraisal, Job Security, Skill Development / Learning",1.3k,3.6
799,INDIUM,IT Services & Consulting,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,1.3k,4.0
800,Bluestock ™,FinTech,"Work Life Balance, Skill Development / Learning, Company Culture",nan,1.3k,4.5
801,VIBGYOR Group of Schools,Education & Training,nan,"Job Security, Promotions / Appraisal, Company Culture",1.3k,3.5
802,Shubham Housing Development Finance,NBFC,"Work Life Balance, Salary & Benefits",nan,1.3k,3.9
803,CreditAccess Grameen,NBFC,"Company Culture, Job Security",nan,1.3k,3.9
804,The Ramco Cements,Building Material,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,1.3k,4.0
805,Atul,Chemicals,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,1.3k,3.9
806,RBL FinServe,Financial Services,"Salary & Benefits, Skill Development / Learning",nan,1.3k,3.9
807,Nippon Paint India,Chemicals,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,1.3k,4.0
808,Hatsun Agro Product,Food Processing,Skill Development / Learning,"Job Security, Promotions / Appraisal",1.3k,3.8
809,Fabindia,Retail,"Work Life Balance, Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",1.3k,3.8
810,Brillio,IT Services & Consulting,nan,"Promotions / Appraisal, Job Security, Work Satisfaction",1.3k,3.4
811,Cinépolis,Media & Entertainment,Company Culture,"Promotions / Appraisal, Salary & Benefits",1.3k,3.8
812,Grant Thornton,Accounting & Auditing,nan,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",1.3k,3.4
813,GEP Worldwide,IT Services & Consulting,Company Culture,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.3k,3.6
814,Hindustan Construction Company,Engineering & Construction,"Company Culture, Job Security, Work Satisfaction",nan,1.3k,4.3
815,Punjab National Bank,Banking,Job Security,nan,1.3k,3.8
816,CenturyPly,Furniture & Furnishing,Salary & Benefits,Promotions / Appraisal,1.3k,3.8
817,Pantaloons,Retail,"Job Security, Company Culture, Skill Development / Learning",nan,1.3k,4.1
818,Mondelez International,Food Processing,"Salary & Benefits, Company Culture, Work Life Balance",Promotions / Appraisal,1.3k,4.1
819,R Systems International,IT Services & Consulting,nan,"Promotions / Appraisal, Job Security, Company Culture",1.3k,3.5
820,OM Logistics,Logistics,"Job Security, Work Life Balance",Promotions / Appraisal,1.3k,3.9
821,AGS Transact Technologies,FinTech,nan,"Promotions / Appraisal, Salary & Benefits, Job Security",1.3k,2.8
822,Sigma Electric Manufacturing Corporation,Industrial Machinery,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,1.3k,4.0
823,Baroda Global Shared Services,BPO,Work Life Balance,Promotions / Appraisal,1.3k,3.8
824,More Supermarket,Retail,nan,"Job Security, Promotions / Appraisal, Company Culture",1.3k,3.7
825,Luminous Power Technologies,Consumer Electronics & Appliances,"Work Life Balance, Company Culture, Job Security",nan,1.3k,4.1
826,Panasonic,Consumer Electronics & Appliances,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal,1.3k,4.0
827,Decathlon,Retail,"Job Security, Skill Development / Learning, Company Culture","Promotions / Appraisal, Work Life Balance, Salary & Benefits",1.3k,3.7
828,Troikaa Pharmaceuticals,Pharma,"Salary & Benefits, Work Life Balance, Skill Development / Learning",nan,1.2k,4.1
829,Dell EMC,IT Services & Consulting,"Work Life Balance, Company Culture",Promotions / Appraisal,1.2k,3.8
830,Jakson Group,Power,"Work Life Balance, Salary & Benefits, Company Culture",nan,1.2k,4.1
831,OpenText Technologies,Software Product,nan,"Promotions / Appraisal, Job Security, Work Satisfaction",1.2k,3.4
832,Automotive Manufacturers,Automobile,nan,Promotions / Appraisal,1.2k,3.9
833,Vestas,Power,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,1.2k,4.1
834,Ion Exchange India,Waste Management,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",1.2k,3.8
835,Centre for Development of Advanced Computing,IT Services & Consulting,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Company Culture",1.2k,3.7
836,ICICI Prudential Mutual Fund,Financial Services,"Skill Development / Learning, Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",1.2k,3.9
837,Tenneco,Auto Components,nan,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.2k,3.6
